Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"ADVENTIST HEALTHCARE WHITE OAK, 11890 HEALING WAY, SILVER SPRING, MD, 20904",SILVER SPRING,MD,Won,MJN Exclusive,1741,50.0%,20.0%,30.0%,131
"ALASKA NATIVE MEDICAL CENTER, 2000 EAST 88TH AVENUE, ANCHORAGE, AK, 99507",ANCHORAGE,AK,Existing,MJN Exclusive,1623,35.0%,43.0%,22.0%,190
"ALBANY MEDICAL CTR, 43 NEW SCOTLAND AVENUE, ALBANY, NY, 12208",ALBANY,NY,Existing,MJN Exclusive,2517,43.0%,20.0%,37.0%,612
"ALBERT EINSTEIN MEDICAL CENTER, 5501 OLD YORK ROAD, PHILADELPHIA, PA, 19141",PHILADELPHIA,PA,Existing,MJN Exclusive,2650,35.0%,25.0%,40.0%,355
"ALICE HYDE MEDICAL CENTER, 133 PARK STREET, MALONE, NY, 12953",MALONE,NY,Existing,MJN Exclusive,0,0.0%,0.0%,100.0%,0
"ALTON MEMORIAL HOSPITAL, 1 MEMORIAL DRIVE, ALTON, IL, 62002",ALTON,IL,Existing,MJN Exclusive,877,15.0%,40.0%,45.0%,7
"ANAHEIM GLOBAL MEDICAL CENTER, 1025 SOUTH ANAHEIM BLVD, ANAHEIM, CA, 92805",ANAHEIM,CA,Existing,MJN Exclusive,0,0.0%,0.0%,100.0%,0
"ANDALUSIA REGIONAL HOSPITAL, 849 SOUTH THREE NOTCH STREET, ANDALUSIA, AL, 36420",ANDALUSIA,AL,Existing,MJN Exclusive,269,50.0%,20.0%,30.0%,9
"ARKANSAS CHILDRENS HOSPITAL, 1 CHILDRENS WAY, LITTLE ROCK, AR, 72202",LITTLE ROCK,AR,Existing,MJN Exclusive,2207,35.0%,65.0%,0.0%,1432
"ARKANSAS VALLEY REGIONAL MED CTR, 1100 CARSON AVENUE, LA JUNTA, CO, 81050",LA JUNTA,CO,Existing,MJN Exclusive,216,50.0%,35.0%,15.0%,6
"ARNOLD PALMER HOSPITAL FOR CHILDREN, 92 WEST MILLER STREET, ORLANDO, FL, 32806",ORLANDO,FL,Existing,MJN Exclusive,0,40.0%,20.0%,40.0%,0
"ARNOT OGDEN MEDICAL CENTER, 600 ROE AVENUE, ELMIRA, NY, 14905",ELMIRA,NY,Existing,MJN Exclusive,1241,70.0%,10.0%,20.0%,296
"ASTRIA SUNNYSIDE HOSPITAL, 1016 TACOMA AVENUE, SUNNYSIDE, WA, 98944",SUNNYSIDE,WA,Existing,MJN Exclusive,438,53.0%,17.0%,30.0%,39
"ATHENS-LIMESTONE HOSPITAL, 700 WEST MARKET STREET, ATHENS, AL, 35611",ATHENS,AL,Existing,MJN Exclusive,1317,36.0%,37.0%,27.0%,2
"ATLANTICARE REGIONAL MEDICAL CTR, JIMMIE LEEDS ROAD, POMONA, NJ, 08240",POMONA,NJ,Existing,MJN Exclusive,2100,40.0%,25.0%,35.0%,103
"AUBURN COMMUNITY HOSPITAL, 17 LANSING STREET, AUBURN, NY, 13021",AUBURN,NY,Existing,MJN Exclusive,356,55.0%,25.0%,20.0%,0
"AUGUSTA UNIVERSITY MEDICAL CENTER, 1120 15TH STREET, AUGUSTA, GA, 30912",AUGUSTA,GA,Existing,MJN Exclusive,1973,45.0%,15.0%,40.0%,1698
"AULTMAN HOSPITAL, 2600 SIXTH STREET S W, CANTON, OH, 44710",CANTON,OH,Existing,MJN Exclusive,3489,20.0%,68.0%,12.0%,235
"AULTMAN ORRVILLE HOSPITAL, 832 SOUTH MAIN STREET, ORRVILLE, OH, 44667",ORRVILLE,OH,Won,MJN Exclusive,518,85.0%,,,0
"BACON COUNTY HOSPITAL, 302 SOUTH WAYNE STREET, ALMA, GA, 31510",ALMA,GA,Won,MJN Exclusive,350,5.0%,90.0%,5.0%,0
"BAILEY MEDICAL CENTER, 10502 NORTH 110TH EAST AVENUE, OWASSO, OK, 74055",OWASSO,OK,Won,MJN Exclusive,535,50.0%,15.0%,35.0%,5
"BAPTIST HEALTH FORT SMITH, 1001 TOWSON AVENUE, FORT SMITH, AR, 72901",FORT SMITH,AR,Existing,MJN Exclusive,773,50.0%,29.0%,21.0%,33
"BAPTIST HEALTH MED CTR STUTTGART, 1703 N BUERKLE, STUTTGART, AR, 72160",STUTTGART,AR,Existing,MJN Exclusive,116,30.0%,60.0%,10.0%,5
"BAPTIST HEALTH MED CTR, 3050 TWIN RIVERS DR, ARKADELPHIA, AR, 71923",ARKADELPHIA,AR,Existing,MJN Exclusive,476,36.0%,38.0%,26.0%,0
"BAPTIST HEALTH MED CTR, 3333 SPRINGHILL DR, NO LITTLE ROCK, AR, 72117",NO LITTLE ROCK,AR,Existing,MJN Exclusive,1315,50.0%,50.0%,0.0%,38
"BAPTIST HEALTH MED CTR, 9601 BAPTIST HEALTH DRIVE, LITTLE ROCK, AR, 72205",LITTLE ROCK,AR,Existing,MJN Exclusive,4288,51.0%,9.0%,40.0%,468
"BAPTIST HEALTH MEDICAL CTR CONWAY, 1555 EXCHANGE AVENUE, CONWAY, AR, 72032",CONWAY,AR,Existing,MJN Exclusive,522,65.0%,35.0%,0.0%,20
"BAPTIST HOSPITAL OF MIAMI, 8900 NORTH KENDALL DRIVE, MIAMI, FL, 33176",MIAMI,FL,Won,MJN Exclusive,3933,55.0%,10.0%,35.0%,396
"BAPTIST HOSPITAL, 123 BAPTIST WAY, PENSACOLA, FL, 32503",PENSACOLA,FL,Existing,MJN Exclusive,998,65.0%,10.0%,25.0%,0
"BAPTIST HOSPITALS OF SOUTHEAST TX, 3080 COLLEGE ST, BEAUMONT, TX, 77701",BEAUMONT,TX,Won,MJN Exclusive,1201,34.0%,17.0%,49.0%,188
"BAPTIST MEDICAL CENTER EAST, 400 TAYLOR ROAD, MONTGOMERY, AL, 36117",MONTGOMERY,AL,Existing,MJN Exclusive,5130,49.0%,20.0%,31.0%,830
"BAPTIST MEDICAL CENTER SOUTH, 2105 EAST SOUTH BLVD, MONTGOMERY, AL, 36116",MONTGOMERY,AL,Existing,MJN Exclusive,1109,24.0%,43.0%,33.0%,550
"BAPTIST MEDICAL CENTER, 111 DALLAS STREET, SAN ANTONIO, TX, 78205",SAN ANTONIO,TX,Existing,MJN Exclusive,0,40.0%,60.0%,0.0%,0
"BARNES ST PETERS HOSP, #10 HOSPITAL DR, SAINT PETERS, MO, 63376",SAINT PETERS,MO,Existing,MJN Exclusive,0,0.0%,0.0%,100.0%,0
"BARNES-JEWISH HOSPITAL, ONE BARNES JEWISH HOSP PLAZA, SAINT LOUIS, MO, 63110",SAINT LOUIS,MO,Existing,MJN Exclusive,3472,40.0%,30.0%,30.0%,0
"BARTON MEM HOSP, 2170 SOUTH AVENUE, SOUTH LAKE TAHOE, CA, 96150",SOUTH LAKE TAHOE,CA,Won,MJN Exclusive,300,77.0%,7.0%,16.0%,0
"BAYFRONT HEALTH ST PETERSBURG, 701 6TH STREET SOUTH, SAINT PETERSBURG, FL, 33701",SAINT PETERSBURG,FL,Existing,MJN Exclusive,3662,25.0%,25.0%,50.0%,0
"BBH WALKER BAPTIST, 3400 U S HIGHWAY 78 EAST, JASPER, AL, 35501",JASPER,AL,Existing,MJN Exclusive,1500,19.0%,40.0%,41.0%,0
"BEAUFORT MEMORIAL HOSPITAL, 955 RIBAUT ROAD, BEAUFORT, SC, 29902",BEAUFORT,SC,Existing,MJN Exclusive,1785,54.0%,13.0%,33.0%,102
"BELL HOSPITAL, 901 LAKE SHORE DRIVE, ISHPEMING, MI, 49849",ISHPEMING,MI,Existing,MJN Exclusive,370,35.0%,60.0%,5.0%,30
"BEN TAUB GEN HOSPITAL, 1504 TAUB LOOP, HOUSTON, TX, 77030",HOUSTON,TX,Won,MJN Exclusive,3713,45.0%,12.0%,43.0%,707
"BENEFIS HOSPITALS INC, 1101 26TH STREET SOUTH, GREAT FALLS, MT, 59405",GREAT FALLS,MT,Existing,MJN Exclusive,1800,65.0%,5.0%,30.0%,300
"BERGER HOSPITAL, 600 NORTH PICKAWAY STREET, CIRCLEVILLE, OH, 43113",CIRCLEVILLE,OH,Won,MJN Exclusive,335,,,,15
"BETHESDA MEMORIAL HOSPITAL, 2815 SOUTH SEACREST BLVD, BOYNTON BEACH, FL, 33435",BOYNTON BEACH,FL,Won,MJN Exclusive,2837,35.0%,25.0%,40.0%,280
"BEVERLY COMM HOSP, 309 W BEVERLY BLVD, MONTEBELLO, CA, 90640",MONTEBELLO,CA,Existing,MJN Exclusive,1160,29.0%,59.0%,12.0%,10
"BEVERLY HOSPITAL, 85 HERRICK STREET, BEVERLY, MA, 01915",BEVERLY,MA,Won,MJN Exclusive,2247,60.0%,20.0%,20.0%,366
"BIBB MEDICAL CENTER, 208 PIERSON AVENUE, CENTREVILLE, AL, 35042",CENTREVILLE,AL,Existing,MJN Exclusive,110,44.0%,48.0%,8.0%,10
"BLANCHARD VALLEY HOSPITAL, 1900 SOUTH MAIN STREET, FINDLAY, OH, 45840",FINDLAY,OH,Won,MJN Exclusive,1234,57.0%,33.0%,10.0%,223
"BLYTHEDALE CHILDRENS HOSPITAL, 95 BRADHURST AVENUE, VALHALLA, NY, 10595",VALHALLA,NY,Won,MJN Exclusive,303,1.0%,99.0%,0.0%,302
"BOCA RATON REGIONAL HOSPITAL, 800 MEADOWS ROAD, BOCA RATON, FL, 33486",BOCA RATON,FL,Won,MJN Exclusive,2858,30.0%,20.0%,50.0%,271
"BONNER GENERAL HOSPITAL, 520 N THIRD AVENUE, SANDPOINT, ID, 83864",SANDPOINT,ID,Existing,MJN Exclusive,0,0.0%,0.0%,100.0%,0
"BOONE HOSP CENTER, 1600 E BROADWAY, COLUMBIA, MO, 65201",COLUMBIA,MO,Existing,MJN Exclusive,2020,70.0%,10.0%,20.0%,220
"BOYS TOWN NAT RESEARCH HOSP WEST, 14000 BOYS TOWN HOSPITAL ROAD, BOYS TOWN, NE, 68010",BOYS TOWN,NE,Existing,MJN Exclusive,45,70.0%,30.0%,0.0%,0
"BOYS TOWN NATIONAL RESEARCH HOSP, 555 NORTH 30TH STREET, OMAHA, NE, 68131",OMAHA,NE,Existing,MJN Exclusive,1,45.0%,30.0%,25.0%,0
"BRATTLEBORO MEMORIAL HOSPITAL, 17 BELMONT AVENUE, BRATTLEBORO, VT, 05301",BRATTLEBORO,VT,Existing,MJN Exclusive,335,70.0%,30.0%,0.0%,-15
"BRIGHAM & WOMENS HOSPITAL, 75 FRANCIS STREET, BOSTON, MA, 02115",BOSTON,MA,Won,MJN Exclusive,6527,70.0%,15.0%,15.0%,647
"BRIGIDS PATH, 3601 SOUTH DIXIE DRIVE, KETTERING, OH, 45439",KETTERING,OH,Existing,MJN Exclusive,138,5.0%,95.0%,0.0%,5
"BRISTOL REGIONAL MEDICAL CENTER, 1 MEDICAL PARK BLVD, BRISTOL, TN, 37620",BRISTOL,TN,Existing,MJN Exclusive,1784,45.0%,45.0%,10.0%,6
"BROCKTON HOSPITAL, 680 CENTRE STREET, BROCKTON, MA, 02302",BROCKTON,MA,Existing,MJN Exclusive,1266,55.0%,15.0%,30.0%,120
"BRODSTONE MEMORIAL HOSPITAL, 520 E 10TH STREET, SUPERIOR, NE, 68978",SUPERIOR,NE,Existing,MJN Exclusive,33,70.0%,15.0%,15.0%,2
"BROOKDALE UNIVERSITY HOSPITAL, ONE BROOKDALE PLAZA, BROOKLYN, NY, 11212",BROOKLYN,NY,Won,MJN Exclusive,1172,35.0%,50.0%,15.0%,394
"BROOKS MEMORIAL HOSPITAL, 529 CENTRAL AVENUE, DUNKIRK, NY, 14048",DUNKIRK,NY,Existing,MJN Exclusive,0,40.0%,50.0%,10.0%,0
"BROOKWOOD MEDICAL CENTER, 2010 BROOKWOOD MED CT DR, BIRMINGHAM, AL, 35209",BIRMINGHAM,AL,Existing,MJN Exclusive,3000,65.0%,9.0%,26.0%,300
"BROWARD HEALTH CORAL SPRINGS, 3000 CORAL HILLS DRIVE, CORAL SPRINGS, FL, 33065",CORAL SPRINGS,FL,Existing,MJN Exclusive,1902,18.0%,20.0%,62.0%,185
"BROWARD HEALTH MEDICAL CENTER, 1600 SOUTH ANDREWS AVENUE, FORT LAUDERDALE, FL, 33316",FORT LAUDERDALE,FL,Existing,MJN Exclusive,3736,38.0%,18.0%,44.0%,445
"BROWNFIELD REGIONAL MEDICAL CENTER, 705 EAST FELT STREET, BROWNFIELD, TX, 79316",BROWNFIELD,TX,Won,MJN Exclusive,151,50.0%,35.0%,15.0%,3
"BRYAN W WHITFIELD MEMORIAL HOSPITAL, 105 HIGHWAY 80 EAST, DEMOPOLIS, AL, 36732",DEMOPOLIS,AL,Won,MJN Exclusive,350,5.0%,95.0%,0.0%,0
"BUENA VISTA REGIONAL MEDICAL CTR, 1525 WEST 5TH STREET, STORM LAKE, IA, 50588",STORM LAKE,IA,Won,MJN Exclusive,330,70.0%,15.0%,15.0%,10
"CAMERON MEMORIAL COMMUNITY HOSPITAL, 416 EAST MAUMEE STREET, ANGOLA, IN, 46703",ANGOLA,IN,Won,MJN Exclusive,260,70.0%,30.0%,0.0%,-5
"CAMPBELL COUNTY MEM HOSP, 501 SOUTH BURMA AVE, GILLETTE, WY, 82716",GILLETTE,WY,Existing,MJN Exclusive,720,58.0%,10.0%,32.0%,50
"CANTON-POTSDAM HOSPITAL, 50 LEROY STREET, POTSDAM, NY, 13676",POTSDAM,NY,Won,MJN Exclusive,576,70.0%,20.0%,10.0%,8
"CAPE CORAL HOSPITAL, 636 DEL PRADO BLVD, CAPE CORAL, FL, 33990",CAPE CORAL,FL,Won,MJN Exclusive,1586,60.0%,20.0%,20.0%,40
"CAPE REGIONAL MEDICAL CENTER, 2 STONE HARBOR BLVD, CAPE MAY COURT HOUSE, NJ, 08210",CAPE MAY COURT HOUSE,NJ,Existing,MJN Exclusive,0,,0.0%,,0
"CAPITAL REGION MED CTR, 1125 MADISON STREET, JEFFERSON CITY, MO, 65101",JEFFERSON CITY,MO,Existing,MJN Exclusive,846,80.0%,8.0%,12.0%,-2
"CAPITAL REGIONAL MEDICAL CENTER, 2626 CAPITOL MEDICAL BLVD, TALLAHASSEE, FL, 32308",TALLAHASSEE,FL,Existing,MJN Exclusive,1064,50.0%,30.0%,20.0%,75
"CARIBOU MEMORIAL HOSP, 300 S 3RD WEST, SODA SPRINGS, ID, 83276",SODA SPRINGS,ID,Existing,MJN Exclusive,150,70.0%,10.0%,20.0%,0
"CARILION NEW RIVER VALLEY MED, 2900 TYLER ROAD, RADFORD, VA, 24141",RADFORD,VA,Existing,MJN Exclusive,848,52.0%,20.0%,28.0%,32
"CARILION ROANOKE MEM HOSPITAL, 1906 BELLEVIEW AVENUE, ROANOKE, VA, 24014",ROANOKE,VA,Existing,MJN Exclusive,4341,50.0%,30.0%,20.0%,741
"CARLE HEALTH METHODIST HOSPITAL, 221 NE GLEN OAK AVE, PEORIA, IL, 61636",PEORIA,IL,Existing,MJN Exclusive,1700,47.0%,43.0%,10.0%,100
"CARLSBAD MEDICAL CENTER, 2430 WEST PIERCE STREET, CARLSBAD, NM, 88220",CARLSBAD,NM,Existing,MJN Exclusive,435,60.0%,30.0%,10.0%,35
"CAROLINAEAST MEDICAL CENTER, 2000 NEUSE BLVD, NEW BERN, NC, 28560",NEW BERN,NC,Existing,MJN Exclusive,1036,55.0%,15.0%,30.0%,0
"CARROLL HOSPITAL CENTER, 200 MEMORIAL AVENUE, WESTMINSTER, MD, 21157",WESTMINSTER,MD,Existing,MJN Exclusive,1075,50.0%,30.0%,20.0%,50
"CARSON TAHOE REG MEDICAL CENTER, 1600 MEDICAL PARKWAY, CARSON CITY, NV, 89703",CARSON CITY,NV,Existing,MJN Exclusive,1050,90.0%,2.0%,8.0%,0
"CARTHAGE AREA HOSPITAL, 1001 WEST STREET ROAD, CARTHAGE, NY, 13619",CARTHAGE,NY,Existing,MJN Exclusive,353,60.0%,20.0%,20.0%,0
"CARY MEDICAL CENTER, 163 VAN BUREN ROAD, CARIBOU, ME, 04736",CARIBOU,ME,Existing,MJN Exclusive,195,50.0%,40.0%,10.0%,0
"CASCADE VALLEY HOSP, 330 STILLAGUAMISH ST, ARLINGTON, WA, 98223",ARLINGTON,WA,Existing,MJN Exclusive,137,68.0%,16.0%,16.0%,2
"CAYUGA MEDICAL CENTER AT ITHACA, 101 DATES DRIVE, ITHACA, NY, 14850",ITHACA,NY,Existing,MJN Exclusive,813,65.0%,8.0%,27.0%,55
"CEDAR PARK REGIONAL MEDICAL CENTER, 1401 MEDICAL PARKWAY, CEDAR PARK, TX, 78613",CEDAR PARK,TX,Existing,MJN Exclusive,1132,65.0%,9.0%,26.0%,80
"CEDARS-SINAI MED CTR, 8700 BEVERLY BLVD, LOS ANGELES, CA, 90048",LOS ANGELES,CA,Existing,MJN Exclusive,6921,71.0%,4.0%,25.0%,720
"CENTINELA HOSP MED CTR, 555 EAST HARDY, INGLEWOOD, CA, 90301",INGLEWOOD,CA,Existing,MJN Exclusive,870,25.0%,16.0%,59.0%,70
"CENTRAL CAROLINA HOSPITAL, 1135 CARTHAGE STREET, SANFORD, NC, 27330",SANFORD,NC,Existing,MJN Exclusive,406,30.0%,50.0%,20.0%,-10
"CENTRAL FLORIDA REGIONAL HOSPITAL, 1401 WEST SEMINOLE BLVD, SANFORD, FL, 32771",SANFORD,FL,Existing,MJN Exclusive,0,0.0%,0.0%,100.0%,0
"CENTRAL PENINSULA HOSPITAL, 250 HOSPITAL PLACE, SOLDOTNA, AK, 99669",SOLDOTNA,AK,Existing,MJN Exclusive,390,87.0%,6.0%,7.0%,25
"CENTRASTATE MEDICAL CENTER, 901 WEST MAIN STREET, FREEHOLD, NJ, 07728",FREEHOLD,NJ,Won,MJN Exclusive,888,40.0%,20.0%,40.0%,90
"CENTURA ST ELIZABETH HOSPITAL, 1000 LINCOLN STREET, FORT MORGAN, CO, 80701",FORT MORGAN,CO,Existing,MJN Exclusive,436,50.0%,15.0%,35.0%,17
"CGH MEDICAL CENTER, 100 EAST LEFEVRE ROAD, STERLING, IL, 61081",STERLING,IL,Existing,MJN Exclusive,563,58.0%,35.0%,7.0%,5
"CHAMPLAIN VALLEY PHYSICIANS HOSP, 75 BEEKMAN STREET, PLATTSBURGH, NY, 12901",PLATTSBURGH,NY,Existing,MJN Exclusive,869,75.0%,15.0%,10.0%,10
"CHANDLER REGIONAL HOSP, 1955 WEST FRYE ROAD, CHANDLER, AZ, 85224",CHANDLER,AZ,Won,MJN Exclusive,3779,52.0%,11.0%,37.0%,150
"CHENANGO MEMORIAL HOSPITAL, 179 NORTH BROAD STREET, NORWICH, NY, 13815",NORWICH,NY,Existing,MJN Exclusive,201,55.0%,20.0%,25.0%,0
"CHEROKEE NATION HASTINGS, 100 SOUTH BLISS AVE, TAHLEQUAH, OK, 74464",TAHLEQUAH,OK,Existing,MJN Exclusive,858,53.0%,20.0%,27.0%,28
"CHEROKEE REG MED CTR, 300 SIOUX VALLEY DR, CHEROKEE, IA, 51012",CHEROKEE,IA,Won,MJN Exclusive,145,75.0%,10.0%,15.0%,0
"CHESAPEAKE GENERAL HOSPITAL, 736 BATTLEFIELD BLVD NORTH, CHESAPEAKE, VA, 23320",CHESAPEAKE,VA,Existing,MJN Exclusive,3730,45.0%,35.0%,20.0%,140
"CHI ST LUKES HEALTH MEM LIVINGSTON, 1717 HIGHWAY 59 BYPASS, LIVINGSTON, TX, 77351",LIVINGSTON,TX,Existing,MJN Exclusive,421,25.0%,50.0%,25.0%,0
"CHI ST LUKES HEALTH MEMORIAL LUFKIN, 1201 WEST FRANK AVENUE, LUFKIN, TX, 75904",LUFKIN,TX,Won,MJN Exclusive,764,5.0%,70.0%,25.0%,40
"CHI ST LUKES HEALTH WOODLANDS, 17200 ST LUKES WAY, THE WOODLANDS, TX, 77384",THE WOODLANDS,TX,Won,MJN Exclusive,2003,50.0%,16.0%,34.0%,303
"CHILDRENS HEALTHCARE OF ATLANTA, 1001 JOHNSON FERRY ROAD N E, ATLANTA, GA, 30342",ATLANTA,GA,Existing,MJN Exclusive,6004,35.0%,50.0%,15.0%,491
"CHILDRENS HEALTHCARE OF ATLANTA, 1405 CLIFTON ROAD N E, ATLANTA, GA, 30322",ATLANTA,GA,Existing,MJN Exclusive,6043,30.0%,60.0%,10.0%,481
"CHILDRENS HEALTHCARE OF ATLANTA, 35 JESSE HILL JR DRIVE S E, ATLANTA, GA, 30303",ATLANTA,GA,Existing,MJN Exclusive,720,20.0%,55.0%,25.0%,0
"CHILDRENS HOSP OF PHILADELPHIA, 34TH STREET AND CIVIC CTR BLVD, PHILADELPHIA, PA, 19104",PHILADELPHIA,PA,Existing,MJN Exclusive,1798,20.0%,50.0%,30.0%,1798
"CHILDRENS HOSPITAL AT ERLANGER, 910 BLACKFORD STREET, CHATTANOOGA, TN, 37403",CHATTANOOGA,TN,Won,MJN Exclusive,1300,15.0%,50.0%,35.0%,1200
"CHILDRENS HOSPITAL LOS ANGELES, 4650 SUNSET BLVD, LOS ANGELES, CA, 90027",LOS ANGELES,CA,Existing,MJN Exclusive,8671,65.0%,15.0%,20.0%,1600
"CHILDRENS HOSPITAL OF FOX VALLEY, 130 SECOND STREET, NEENAH, WI, 54956",NEENAH,WI,Existing,MJN Exclusive,264,16.0%,5.0%,79.0%,120
"CHILDRENS HOSPITAL OF WISCONSIN, 9000 WEST WISCONSIN AVENUE, WAUWATOSA, WI, 53226",WAUWATOSA,WI,Existing,MJN Exclusive,2075,63.0%,19.0%,18.0%,950
"CHILDRENS HOSPITAL, 1600 7TH AVENUE SOUTH, BIRMINGHAM, AL, 35233",BIRMINGHAM,AL,Existing,MJN Exclusive,457,10.0%,80.0%,10.0%,205
"CHILDRENS HOSPITAL, 601 CHILDRENS LANE, NORFOLK, VA, 23507",NORFOLK,VA,Existing,MJN Exclusive,601,10.0%,50.0%,40.0%,500
"CHILDRENS MEDICAL CENTER DALLAS, 1935 MEDICAL DISTRICT DRIVE, DALLAS, TX, 75235",DALLAS,TX,Won,MJN Exclusive,4285,15.0%,80.0%,5.0%,410
"CHILDRENS MEDICAL CENTER PLANO, 7601 PRESTON ROAD, PLANO, TX, 75024",PLANO,TX,Won,MJN Exclusive,1614,35.0%,50.0%,15.0%,16
"CHILDRENS MERCY HOSP, 2401 GILLHAM RD, KANSAS CITY, MO, 64108",KANSAS CITY,MO,Existing,MJN Exclusive,2990,51.0%,20.0%,29.0%,1490
"CHILDRENS MERCY SOUTH, 5808 W 110TH ST, OVERLAND PARK, KS, 66211",OVERLAND PARK,KS,Existing,MJN Exclusive,105,50.0%,15.0%,35.0%,0
"CHILDRESS REG MED CTR, 901 HWY 83 N, CHILDRESS, TX, 79201",CHILDRESS,TX,Won,MJN Exclusive,192,75.0%,10.0%,15.0%,10
"CHILTON MEDICAL CENTER, 97 WEST PARKWAY, POMPTON PLAINS, NJ, 07444",POMPTON PLAINS,NJ,Won,MJN Exclusive,616,70.0%,20.0%,10.0%,5
"CHOCTAW NATION HLTH SVCS, RTE 2 BOX 1725, TALIHINA, OK, 74571",TALIHINA,OK,Won,MJN Exclusive,530,40.0%,25.0%,35.0%,13
"CITIZENS MEDICAL CTR, 2701 HOSPITAL DR, VICTORIA, TX, 77901",VICTORIA,TX,Won,MJN Exclusive,1012,40.0%,30.0%,30.0%,152
"CITRUS MEMORIAL HOSPITAL, 502 WEST HIGHLAND BLVD, INVERNESS, FL, 34452",INVERNESS,FL,Existing,MJN Exclusive,678,65.0%,20.0%,15.0%,0
"CLARK REGIONAL MEDICAL CENTER, 175 HOSPITAL DRIVE, WINCHESTER, KY, 40391",WINCHESTER,KY,Won,MJN Exclusive,360,30.0%,50.0%,20.0%,0
"CLAXTON-HEPBURN MEDICAL CENTER, 214 KING STREET, OGDENSBURG, NY, 13669",OGDENSBURG,NY,Existing,MJN Exclusive,376,65.0%,25.0%,10.0%,1
"CLAY COUNTY MEDICAL CENTER, 617 LIBERTY, CLAY CENTER, KS, 67432",CLAY CENTER,KS,Existing,MJN Exclusive,54,60.0%,20.0%,20.0%,3
"CLEVELAND CLINIC AKRON GENERAL, 1 AKRON GENERAL AVENUE, AKRON, OH, 44307",AKRON,OH,Won,MJN Exclusive,1600,50.0%,13.0%,37.0%,50
"CLEVELAND CLINIC FOUNDATION, 9500 EUCLID AVENUE, CLEVELAND, OH, 44195",CLEVELAND,OH,Won,MJN Exclusive,170,62.0%,13.0%,25.0%,145
"CLEVELAND CLINIC INDIAN RIVER, 1000 36TH STREET, VERO BEACH, FL, 32960",VERO BEACH,FL,Existing,MJN Exclusive,1005,40.0%,30.0%,30.0%,5
"CLEVELAND CLINIC MARTIN NORTH, 200 SE HOSPITAL AVENUE, STUART, FL, 34994",STUART,FL,Won,MJN Exclusive,788,55.0%,10.0%,35.0%,72
"CLEVELAND CLINIC MERCY HOSPITAL, 1320 MERCY DRIVE NORTHWEST, CANTON, OH, 44708",CANTON,OH,Won,MJN Exclusive,813,70.0%,20.0%,10.0%,55
"CLEVELAND CLINIC TRADITION HOSP, 10000 SW INNOVATION WAY, PORT SAINT LUCIE, FL, 34987",PORT SAINT LUCIE,FL,Won,MJN Exclusive,1415,60.0%,20.0%,20.0%,115
"CLEVELAND CLINIC UNION HOSPITAL, 659 BLVD STREET, DOVER, OH, 44622",DOVER,OH,Won,MJN Exclusive,540,60.0%,30.0%,10.0%,0
"CLINTON MEMORIAL HOSPITAL, 610 WEST MAIN STREET, WILMINGTON, OH, 45177",WILMINGTON,OH,Existing,MJN Exclusive,350,56.0%,,,9
"COBB HOSPITAL INC, 3950 AUSTELL ROAD, AUSTELL, GA, 30106",AUSTELL,GA,Won,MJN Exclusive,3096,45.0%,20.0%,35.0%,468
"COFFEE REGIONAL MEDICAL CENTER, 1101 OCILLA ROAD, DOUGLAS, GA, 31533",DOUGLAS,GA,Existing,MJN Exclusive,1000,25.0%,65.0%,10.0%,0
"COGDELL MEMORIAL HOSP, 1700 COGDELL CENTER BLVD, SNYDER, TX, 79549",SNYDER,TX,Won,MJN Exclusive,187,15.0%,60.0%,25.0%,0
"COLLEGE STATION MEDICAL CENTER, 1604 ROCK PRAIRIE ROAD, COLLEGE STATION, TX, 77845",COLLEGE STATION,TX,Won,MJN Exclusive,1885,0.0%,0.0%,100.0%,210
"COLQUITT REGIONAL MEDICAL CENTER, 3131 SOUTH MAIN STREET, MOULTRIE, GA, 31768",MOULTRIE,GA,Existing,MJN Exclusive,592,10.0%,80.0%,10.0%,0
"COLUMBUS COMMUNITY HOSPITAL, 110 SHULT DRIVE, COLUMBUS, TX, 78934",COLUMBUS,TX,Won,MJN Exclusive,361,30.0%,35.0%,35.0%,12
"COLUMBUS REGIONAL HOSPITAL, 2400 EAST 17TH STREET, COLUMBUS, IN, 47201",COLUMBUS,IN,Won,MJN Exclusive,1328,65.0%,30.0%,5.0%,73
"COMMUNITY HOSPITAL ANDERSON, 1515 NORTH MADISON AVENUE, ANDERSON, IN, 46011",ANDERSON,IN,Won,MJN Exclusive,895,63.0%,27.0%,10.0%,38
"COMMUNITY HOSPITAL EAST, 1500 NORTH RITTER AVENUE, INDIANAPOLIS, IN, 46219",INDIANAPOLIS,IN,Won,MJN Exclusive,1032,65.0%,25.0%,10.0%,116
"COMMUNITY HOSPITAL NORTH, 7150 CLEARVISTA DRIVE, INDIANAPOLIS, IN, 46256",INDIANAPOLIS,IN,Won,MJN Exclusive,4237,80.0%,15.0%,5.0%,878
"COMMUNITY HOSPITAL OF BREMEN, 1020 HIGH ROAD, BREMEN, IN, 46506",BREMEN,IN,Won,MJN Exclusive,200,55.0%,40.0%,5.0%,0
